,title,movieId,rating_avg
4692,Kangaroo Jack (2003),12026,1.8
4693,Kansas City (1996),2607,3.7
4694,Karate Bullfighter (1975),158874,3.0
4695,"Karate Kid, Part II, The (1986)",70209,2.8
4696,"Karate Kid, Part III, The (1989)",33908,1.8
4697,"Karate Kid, The (1984)",91960,3.6
4698,"Karate Kid, The (2010)",633792,2.5
4699,Karlson Returns (1970),172585,5.0
4700,Kaspar Hauser (1993),824,4.0
4701,Kate & Leopold (2001),84864,3.2
4702,Kazaam (1996),9720,2.2
4703,Keanu (2016),311640,2.5
4704,Keep the River on Your Right: A Modern Cannibal Tale (2000),4236,3.5
4705,Keeping Up with the Joneses (2016),330206,3.8
4706,Keeping the Faith (2000),74256,3.5
4707,Kelly's Heroes (1970),57540,4.1
4708,Ken Park (2002),7976,4.5
4709,Kenny & Company (1976),124484,3.0
4710,"Kentucky Fried Movie, The (1977)",11280,3.5
4711,Kevin Hart: I'm a Grown Little Man (2009),128089,4.5
4712,Kevin Hart: Laugh at My Pain (2011),136471,3.5
4713,Kevin Smith: Too Fat For 40 (2010),124273,4.5
4714,Key Largo (1948),33340,4.2
4715,"Keys to the House, The (Chiavi di casa, Le) (2004)",30890,3.0
4716,Kick-Ass (2010),3278793,3.7
4717,Kick-Ass 2 (2013),1146651,3.5
4718,Kickboxer (1989),4614,2.5
4719,Kickboxer 2: The Road Back (1991),13154,3.5
4720,Kickin It Old Skool (2007),52715,2.0
4721,Kicking & Screaming (2005),234465,2.6
4722,Kicking Off (2016),158022,1.5
4723,Kicking and Screaming (1995),504,3.2
4724,"Kid Stays in the Picture, The (2002)",16449,3.8
4725,"Kid in King Arthur's Court, A (1995)",2580,2.6
4726,Kid's Story (2003),172887,3.0
4727,"Kid, The (1921)",16550,4.1
4728,"Kid, The (2000)",41624,2.6
4729,Kidnapping Mr. Heineken (2015),130083,2.0
4730,"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",107412,4.5
4731,Kids (1995),3500,4.0
4732,"Kids Are All Right, The (2010)",475452,2.9
4733,Kids in the Hall: Brain Candy (1996),7956,3.3
4734,Kika (1993),1701,2.0
4735,Kiki's Delivery Service (Majo no takkyûbin) (1989),453254,4.1
4736,Kikujiro (Kikujirô no natsu) (1999),24036,3.7
4737,Kill Bill: Vol. 1 (2003),900494,4.0
4738,Kill Bill: Vol. 2 (2004),818180,3.9
4739,Kill Command (2016),317912,2.5
4740,Kill List (2011),89837,4.5
4741,Kill Me Three Times (2014),131439,3.0
4742,Kill the Irishman (2011),173256,4.0
4743,Kill the Messenger (2014),118354,3.0
4744,Kill! (Kiru) (1968),84523,3.0
4745,Killer Elite (2011),269520,2.8
4746,Killer Joe (2011),95761,4.5
4747,Killer Klowns from Outer Space (1988),79887,2.0
4748,Killer Movie (2008),121469,4.5
4749,"Killer Shrews, The (1959)",3933,0.5
4750,Killer's Kiss (1955),2727,3.0
4751,"Killer, The (Die xue shuang xiong) (1989)",13398,4.0
4752,Killers (2010),156082,2.2
4753,"Killers, The (1946)",7943,4.0
4754,"Killing Fields, The (1984)",36372,4.0
4755,Killing Me Softly (2002),8588,4.0
4756,Killing Them Softly (2012),391440,3.1
4757,Killing Zoe (1994),3856,3.6
4758,"Killing, The (1956)",24534,4.1
4759,Killshot (2008),69131,2.5
4760,Kin-Dza-Dza! (1986),72726,3.8
4761,Kind Hearts and Coronets (1949),19950,3.3
4762,Kindergarten Cop (1990),119068,2.9
4763,Kindergarten Cop 2 (2016),158254,1.5
4764,"Kindred, The (1986)",2740,1.0
4765,King Arthur (2004),112320,3.0
4766,King Kong (1933),59150,3.6
4767,King Kong (1976),33138,2.7
4768,King Kong (2005),1662760,3.4
4769,King Kong Lives (1986),2368,2.0
4770,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),4730,2.5
4771,King Ralph (1991),7005,1.5
4772,King Solomon's Mines (1937),4800,2.5
4773,King Solomon's Mines (1950),25962,3.0
4774,King Solomon's Mines (1985),7308,2.5
4775,"King and I, The (1956)",30780,4.2
4776,"King and I, The (1999)",2559,3.0
4777,"King in New York, A (1957)",3640,4.0
4778,King of California (2007),55729,3.0
4779,King of Comedy (Hei kek ji wong) (1999),110281,4.0
4780,"King of Comedy, The (1983)",42007,4.1
4781,King of Hearts (1966),7122,5.0
4782,King of Kings (1961),6225,3.0
4783,"King of Kong, The (2007)",658572,3.9
4784,"King of Masks, The (Bian Lian) (1996)",2609,4.0
4785,King of New York (1990),8925,3.9
4786,King's Ransom (2005),33148,2.5
4787,"King's Speech, The (2010)",4747010,4.0
4788,Kingdom of Heaven (2005),563754,3.5
4789,"Kingdom, The (2007)",437888,3.8
4790,Kingpin (1996),32970,3.4
4791,"Kings of Summer, The (2013)",206096,3.5
4792,Kingsglaive: Final Fantasy XV (2016),161594,3.5
4793,Kingsman: The Golden Circle (2017),1408808,3.1
4794,Kingsman: The Secret Service (2015),4289220,4.0
4795,Kinky Boots (2005),180700,3.8
4796,Kinsey (2004),71728,3.1
4797,Kirikou and the Sorceress (Kirikou et la sorcière) (1998),54372,4.0
4798,Kiss Kiss Bang Bang (2005),1332135,4.1
4799,Kiss Me Deadly (1955),8852,4.0
4800,Kiss Me Goodbye (1982),6090,3.5
4801,Kiss Me Kate (1953),6358,3.5
4802,"Kiss Me, Guido (1997)",3224,3.0
4803,"Kiss Me, Stupid (1964)",6578,3.5
4804,Kiss me Kismet (2006),136838,2.5
4805,Kiss of Death (1995),1295,3.2
4806,Kiss of the Dragon (2001),39483,3.8
4807,Kiss of the Spider Woman (1985),27144,3.9
4808,Kiss the Girls (1997),21060,3.1
4809,Kissed (1996),3004,2.5
4810,Kissing Jessica Stein (2001),20888,3.4
4811,Kit Kittredge: An American Girl (2008),120578,3.0
4812,Kitchen Stories (Salmer fra kjøkkenet) (2003),21891,3.7
4813,Kite (2014),132618,1.5
4814,"Kite Runner, The (2007)",169821,3.3
4815,Kizumonogatari II: Passionate Blood (2016),168090,4.0
4816,Kizumonogatari III: Cold Blood (2017),168218,4.5
4817,Kizumonogatari Part 1: Tekketsu (2016),162968,4.0
4818,Klute (1971),11784,4.1
4819,Knife in the Water (Nóz w wodzie) (1962),13716,3.8
4820,Knight and Day (2010),475110,3.4
4821,"Knight's Tale, A (2001)",176259,3.3
4822,Knights of Badassdom (2013),218084,2.2
4823,Knock Knock (2015),142074,1.5
4824,Knock Off (1998),2196,5.0
4825,Knockaround Guys (2002),28325,2.5
4826,Knocked Up (2007),2754596,3.7
4827,Knockin' on Heaven's Door (1997),129840,4.2
4828,"Knot, The (2012)",103502,1.5
4829,Knowing (2009),604773,2.8
4830,Kolya (Kolja) (1996),10122,4.4
4831,Kong: Skull Island (2017),673016,3.1
4832,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),14179,3.9
4833,Krabat (2008),63312,2.0
4834,Kramer vs. Kramer (1979),27370,3.9
4835,Krampus (2015),135534,3.5
4836,"Krays, The (1990)",26695,3.5
4837,Krippendorf's Tribe (1998),12985,2.6
4838,Krull (1983),21375,2.9
4839,Kubo and the Two Strings (2016),975468,4.0
4840,Kuffs (1992),13440,2.5
4841,Kull the Conqueror (1997),4818,2.3
4842,Kundun (1997),6920,3.2
4843,Kung Fu Hustle (Gong fu) (2004),605682,3.6
4844,Kung Fu Panda (2008),3228336,3.4
4845,Kung Fu Panda 2 (2011),1482774,3.3
4846,Kung Fu Panda 3 (2016),1195248,3.4
4847,Kung Fu Panda: Secrets of the Furious Five (2008),269180,2.9
4848,Kung Fu Panda: Secrets of the Masters (2011),136556,5.0
4849,Kung Fury (2015),939190,3.7
4850,Kung Pow: Enter the Fist (2002),45423,3.2
4851,Kurt & Courtney (1998),5568,4.0
4852,Kurt Cobain: Montage of Heck (2015),127146,3.0
4853,Kwaidan (Kaidan) (1964),15128,2.5
4854,L.A. Confidential (1997),156849,4.1
4855,L.A. Slasher (2015),143559,5.0
4856,L.A. Story (1991),50592,3.5
4857,L.I.E. (2001),14295,4.3
4858,LBJ (2017),179813,4.0
4859,LEGO Batman: The Movie - DC Heroes Unite (2013),103233,3.0
4860,LEGO DC Super Hero Girls: Brain Drain (2017),176051,3.5
4861,LOL (2012),96975,3.5
4862,La Belle Verte (1996),117849,4.5
4863,La Cérémonie (1995),2812,4.5
4864,La La Land (2016),1484181,3.4
4865,La cravate (1957),114335,3.0
4866,La vérité si je mens ! (1997),130498,3.5
4867,Labyrinth (1986),82614,3.8
4868,Ladder 49 (2004),53448,3.7
4869,"Ladies Man, The (2000)",23730,1.6
4870,Lady Bird (2017),532845,3.3
4871,"Lady Eve, The (1941)",23480,4.0
4872,Lady Jane (1986),6201,5.0
4873,"Lady Vanishes, The (1938)",13248,3.9
4874,Lady Vengeance (Sympathy for Lady Vengeance) (Chinjeolhan geumjassi) (2005),213160,4.0
4875,"Lady and the Duke, The (Anglaise et le duc, L') (2001)",5365,4.0
4876,Lady and the Tramp (1955),114400,3.4
4877,"Lady from Shanghai, The (1947)",25940,3.5
4878,Lady in White (a.k.a. The Mystery of the Lady in White) (1988),9034,1.8
4879,Lady in the Water (2006),411570,2.8
4880,Ladybird Ladybird (1994),263,4.0
4881,Ladybugs (1992),80334,3.0
4882,Ladyhawke (1985),62622,3.3
4883,"Ladykillers, The (1955)",5602,3.5
4884,"Ladykillers, The (2004)",103138,2.6
4885,Lagaan: Once Upon a Time in India (2001),20328,4.2
4886,Laggies (2014),114265,5.0
4887,"Lake House, The (2006)",456680,3.1
4888,Lake Placid (1999),32556,2.7
4889,Lakeview Terrace (2008),123410,3.0
4890,Lamerica (1994),106,5.0
4891,Lammbock (2001),7843,4.5
4892,Land Before Time III: The Time of the Great Giving (1995),2664,2.2
4893,"Land Before Time, The (1988)",40671,3.3
4894,"Land That Time Forgot, The (1975)",138906,1.5
4895,Land and Freedom (Tierra y libertad) (1995),632,4.0
4896,Land of Plenty (Angst and Alienation in America) (2004),48214,3.5
4897,Land of the Dead (2005),135336,3.1
4898,Land of the Lost (2009),484946,3.2
4899,"Langoliers, The (1995)",26887,3.0
4900,Lantana (2001),29868,3.8
4901,Laputa: Castle in the Sky (Tenkû no shiro Rapyuta) (1986),152400,4.1
4902,Lara Croft Tomb Raider: The Cradle of Life (2003),111588,2.6
4903,Lara Croft: Tomb Raider (2001),174680,2.9
4904,Larger Than Life (1996),4065,2.8
4905,Larry Crowne (2011),175044,2.8
4906,Larry David: Curb Your Enthusiasm (1999),136469,5.0
4907,Lars and the Real Girl (2007),442240,3.6
4908,Lassie (1994),968,3.0
4909,Last Action Hero (1993),25705,2.9
4910,"Last Airbender, The (2010)",473358,1.9
4911,"Last Boy Scout, The (1991)",56056,3.5
4912,"Last Castle, The (2001)",38928,2.8
4913,Last Dance (1996),726,3.0
4914,Last Days (2005),68652,3.0
4915,"Last Days of Disco, The (1998)",5508,4.5
4916,"Last Days, The (1998)",4988,4.0
4917,"Last Detail, The (1973)",25600,4.2
4918,"Last Dragon, The (1985)",13326,2.7
4919,"Last Emperor, The (1987)",50960,3.7
4920,Last Exit to Brooklyn (1989),4615,4.0
4921,"Last Exorcism, The (2010)",80094,4.0
4922,Last Holiday (1950),91666,4.0
4923,Last Holiday (2006),128196,3.5
4924,"Last House on the Left, The (1972)",11138,3.2
4925,Last Hurrah for Chivalry (Hao xia) (1979),26401,5.0
4926,"Last King of Scotland, The (2006)",974760,4.0
4927,"Last Kiss, The (2006)",143910,3.8
4928,"Last Kiss, The (Ultimo bacio, L') (2001)",5503,4.0
4929,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",791,4.0
4930,Last Knights (2015),395142,3.0
4931,"Last Legion, The (2007)",54686,3.0
4932,Last Life in the Universe (Ruang rak noi nid mahasan) (2003),83166,4.2
4933,Last Man Standing (1996),12948,2.5
4934,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",7891,3.0
4935,"Last Metro, The (Dernier métro, Le) (1980)",4840,4.0
4936,"Last Mimzy, The (2007)",103396,3.0
4937,Last Night (1998),3008,4.0
4938,Last Orders (2001),5112,3.0
4939,"Last Picture Show, The (1971)",25216,4.5
4940,"Last Samurai, The (2003)",442866,3.9
4941,"Last Seduction, The (1994)",11786,3.2
4942,Last Shift (2014),142598,4.0
4943,"Last Song, The (2010)",77414,3.5
4944,"Last Stand, The (2013)",199820,3.2
4945,"Last Starfighter, The (1984)",60431,3.6
4946,"Last Supper, The (1995)",3762,3.3
4947,Last Tango in Paris (Ultimo tango a Parigi) (1972),35040,4.5
4948,"Last Temptation of Christ, The (1988)",16176,3.7
4949,Last Train Home (2009),74696,3.0
4950,"Last Unicorn, The (1982)",24372,3.4
4951,Last Vegas (2013),212660,2.0
4952,"Last Waltz, The (1978)",5385,4.5
4953,"Last Wave, The (1977)",4927,3.0
4954,"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",26900,3.0
4955,"Last Winter, The (2006)",55492,4.0
4956,Last Year's Snow Was Falling (1983),172577,5.0
4957,Last of the Dogmen (1995),26901,2.5
4958,"Last of the Mohicans, The (1992)",54912,3.8
4959,Late Marriage (Hatuna Meuheret) (2001),6202,3.5
4960,Late Night Shopping (2001),27370,4.5
4961,Late Night with Conan O'Brien: The Best of Triumph the Insult Comic Dog (2004),172321,2.0
4962,"Late Shift, The (1996)",26940,2.5
4963,Latter Days (2003),7260,3.5
4964,Laura (1944),5652,4.3
4965,Laurel Canyon (2002),18645,3.0
4966,"Lavender Hill Mob, The (1951)",11206,4.5
4967,Law Abiding Citizen (2009),574704,3.1
4968,"Law of Desire (Ley del deseo, La) (1987)",26599,4.0
4969,Lawless (2012),385728,3.6
4970,Lawnmower Man 2: Beyond Cyberspace (1996),594,2.5
4971,"Lawnmower Man, The (1992)",24888,2.8
4972,Lawrence of Arabia (1962),54180,4.3
4973,Laws of Attraction (2004),29800,2.8
4974,Layer Cake (2004),528789,3.8
4975,Le Maître d'école (1981),146986,4.0
4976,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",209312,2.6
4977,"League of Ordinary Gentlemen, A (2004)",32302,4.0
4978,"League of Their Own, A (1992)",146475,3.5
4979,Lean on Me (1989),27696,3.5
4980,Leap Year (2010),366595,2.4
4981,Leap of Faith (1992),20550,2.3
4982,Leatherheads (2008),235356,2.4
4983,Leave It to Beaver (1997),6408,1.8
4984,Leaves of Grass (2009),227439,3.2
4985,Leaving Las Vegas (1995),1900,3.6
4986,"Ledge, The (2011)",93502,2.5
4987,Lee Daniels' The Butler (2013),104337,1.5
4988,Left Behind: The Movie (2000),8284,4.2
4989,Legal Eagles (1986),25232,2.6
4990,Legally Blonde (2001),284608,3.2
4991,"Legally Blonde 2: Red, White & Blonde (2003)",71885,2.4
4992,Legend (1985),27859,3.1
4993,Legend (2015),283376,3.5
4994,Legend No. 17 (2013),130976,4.5
4995,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",8073,3.7
4996,"Legend of Bagger Vance, The (2000)",59670,3.1
4997,"Legend of Drunken Master, The (Jui kuen II) (1994)",63552,4.1
4998,"Legend of Hell House, The (1973)",4786,1.0
4999,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",4074,3.0
5000,"Legend of Sleepy Hollow, The (1949)",101074,2.0
5001,"Legend of Sleepy Hollow, The (1980)",53450,1.5
5002,"Legend of Zorro, The (2005)",197175,2.9
5003,Legend of the Guardians: The Owls of Ga'Hoole (2010),161230,4.0
5004,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk) (1993)",15688,3.5
5005,Legends of the Fall (1994),18088,3.4
5006,Legion (2010),221787,2.8
5007,Legionnaire (1998),71810,0.5
5008,Lemonade (2016),169034,4.5
5009,Lemony Snicket's A Series of Unfortunate Events (2004),692650,3.2
5010,Leningrad Cowboys Go America (1989),6782,4.0
5011,Lenny (1974),10682,3.8
5012,Leonard Part 6 (1987),8250,0.8
5013,"Leopard, The (Gattopardo, Il) (1963)",17448,4.2
5014,Leprechaun (1993),35585,2.3
5015,Leprechaun 2 (1994),44238,2.5
5016,Leprechaun 3 (1995),44241,2.0
5017,Leprechaun 4: In Space (1997),44243,0.5
5018,Less Than Zero (1987),16504,3.5
5019,Lesson Faust (1994),2302,5.0
5020,Let It Be Me (1995),132084,2.5
5021,Let It Ride (1989),9234,3.5
5022,Let It Snow (1999),4374,4.5
5023,Let Me In (2010),565817,3.9
5024,Let the Bullets Fly (2010),87197,3.0
5025,Let the Right One In (Låt den rätte komma in) (2008),1041080,3.9
5026,Let's Be Cops (2014),567265,3.1
5027,Let's Get Harry (1986),3389,2.0
5028,Let's Go to Prison (2006),147828,1.3
5029,Lethal Weapon (1987),150000,3.7
5030,Lethal Weapon 2 (1989),94047,3.2
5031,Lethal Weapon 3 (1992),92092,2.9
5032,Lethal Weapon 4 (1998),63294,2.8
5033,"Letter to Three Wives, A (1949)",25952,4.0
5034,"Letter, The (1940)",25865,4.0
5035,Letters from Iwo Jima (2006),851156,3.7
5036,Letters to Juliet (2010),234948,2.8
5037,Leviathan (2014),116138,2.0
5038,Levity (2003),6285,4.0
5039,"Liability, The (2012)",100304,3.0
5040,Liam (2000),9560,2.0
5041,Liar Liar (1997),109890,3.0
5042,"Liar's Autobiography: The Untrue Story of Monty Python's Graham Chapman, A (2012)",98799,2.5
5043,Libeled Lady (1936),25826,3.5
5044,Liberal Arts (2012),97328,3.0
5045,"Libertine, The (2004)",40966,3.5
5046,Liberty Heights (1999),6156,4.0
5047,"Librarian, The: The Curse of the Judas Chalice (2008)",139610,3.8
5048,"Librarian: Quest for the Spear, The (2004)",106280,3.8
5049,"Librarian: Return to King Solomon's Mines, The (2006)",106276,3.5
5050,Libre et assoupi (2014),131749,3.0
5051,Licence to Kill (1989),59800,3.3
5052,License to Drive (1988),13560,2.3
5053,License to Wed (2007),161922,2.3
5054,Life (1999),10348,3.2
5055,Life After Beth (2014),113159,3.5
5056,"Life Aquatic with Steve Zissou, The (2004)",1139970,3.5
5057,Life Eternal (2015),142961,2.5
5058,Life Is Beautiful (La Vita è bella) (1997),204512,4.1
5059,Life Is a Long Quiet River (La vie est un long fleuve tranquille) (1988),26645,4.0
5060,"Life Less Ordinary, A (1997)",13264,3.1
5061,Life Partners (2014),116413,3.0
5062,Life Stinks (1991),12406,1.5
5063,"Life and Death of Peter Sellers, The (2004)",31162,3.0
5064,Life and Debt (2001),6775,4.0
5065,Life as We Know It (2010),485160,3.0
5066,Life as a House (2001),43920,3.9
5067,"Life of David Gale, The (2003)",49496,3.8
5068,"Life of Emile Zola, The (1937)",1933,3.0
5069,Life of Pi (2012),3036078,3.6
5070,Life or Something Like It (2002),10648,2.8
5071,Life with Father (1947),7058,3.5
5072,Life with Mikey (1993),1458,3.0
5073,Life-Size (2000),170837,4.0
5074,Lifeboat (1944),15414,4.4
5075,Lifeforce (1985),11885,2.5
5076,"Lifeguard, The (2013)",207086,3.5
5077,Lifted (2006),91233,4.0
5078,Light Years (Gandahar) (1988),3687,5.0
5079,Lightning Jack (1994),1948,2.5
5080,Lightning in a Bottle (2004),8954,4.0
5081,Lights Out (2016),321142,3.0
5082,Lights in the Dusk (Laitakaupungin valot) (2006),44301,3.5
5083,Like Crazy (2011),182158,2.5
5084,"Like Father, Like Son (1987)",12381,1.7
5085,Like Mike (2002),5458,2.5
5086,Like Stars on Earth (Taare Zameen Par) (2007),114366,4.5
5087,Like Water for Chocolate (Como agua para chocolate) (1992),8745,3.9
5088,Lilies of the Field (1963),12561,3.8
5089,Lilo & Stitch (2002),157876,3.8
5090,Lilting (2014),111913,4.5
5091,Lilya 4-Ever (Lilja 4-ever) (2002),18873,3.5
5092,Limbo (1999),8046,4.0
5093,Limelight (1952),10677,3.7
5094,"Limey, The (1999)",40768,3.9
5095,Limitless (2011),2524560,4.0
5096,"Limits of Control, The (2009)",139032,2.8
5097,Lincoln (2012),392616,4.5
5098,"Lincoln Lawyer, The (2011)",843920,3.6
5099,"Line King: The Al Hirschfeld Story, The (1996)",1144,4.0
5100,Lion (2016),165551,4.5
5101,"Lion King 1½, The (2004)",55238,4.5
5102,"Lion King II: Simba's Pride, The (1998)",53998,3.0
5103,"Lion King, The (1994)",62608,3.9
5104,"Lion in Winter, The (1968)",39843,3.7
5105,Lionheart (1990),26696,0.5
5106,Lions For Lambs (2007),111892,4.0
5107,Liquid Truth (2017),190215,1.5
5108,Little Ashes (2008),75446,2.5
5109,Little Big League (1994),3414,2.7
5110,Little Big Man (1970),72888,4.1
5111,Little Big Soldier (Da bing xiao jiang) (2010),82765,3.5
5112,Little Black Book (2004),26397,2.2
5113,Little Boxes (2017),176805,4.0
5114,Little Buddha (1993),1460,3.2
5115,Little Caesar (1931),25773,4.0
5116,Little Children (2006),194784,3.9
5117,Little Darlings (1980),5197,2.0
5118,Little Dieter Needs to Fly (1997),5059,5.0
5119,"Little Drummer Boy, The (1968)",60803,2.5
5120,Little Fockers (2010),497112,1.8
5121,"Little Foxes, The (1941)",9602,4.0
5122,Little Giants (1994),26236,2.5
5123,"Little Girl Who Lives Down the Lane, The (1976)",32728,4.0
5124,Little Lord Fauntleroy (1936),961,4.0
5125,Little Man (2006),46865,1.0
5126,Little Man Tate (1991),47870,3.4
5127,"Little Mermaid, The (1989)",139427,3.4
5128,Little Miss Marker (1980),30994,4.0
5129,Little Miss Sunshine (2006),3586506,3.9
5130,Little Monsters (1989),9238,2.2
5131,Little Murders (1971),8238,5.0
5132,Little Nemo: Adventures in Slumberland (1992),2800,2.5
5133,Little Nicky (2000),95496,2.5
5134,Little Nikita (1988),4521,3.0
5135,"Little Princess, A (1995)",5502,3.9
5136,"Little Princess, The (1939)",1834,3.5
5137,"Little Rascals, The (1994)",9200,2.7
5138,Little Shop of Horrors (1986),107094,3.3
5139,"Little Shop of Horrors, The (1960)",24723,3.0
5140,"Little Vampire, The (2000)",3974,3.0
5141,Little Voice (1998),16730,3.9
5142,Little Women (1933),24605,4.0
5143,Little Women (1949),14108,3.5
5144,Little Women (1994),10962,3.9
5145,Live Flesh (Carne trémula) (1997),7376,3.9
5146,Live Free or Die Hard (2007),1727104,3.4
5147,Live Nude Girls (1995),467,5.0
5148,Live Wire (1992),6417,4.0
5149,Live and Let Die (1973),68793,3.7
5150,"Lives of Others, The (Das leben der Anderen) (2006)",1514870,4.1
5151,"Living Daylights, The (1987)",48060,3.3
5152,Living Out Loud (1998),6993,3.0
5153,Living in Oblivion (1995),2288,4.3
5154,"Lizzie McGuire Movie, The (2003)",25328,3.0
5155,Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),25664,2.2
5156,Local Hero (1983),11142,4.1
5157,"Lock, Stock & Two Smoking Barrels (1998)",170314,4.1
5158,Locke (2013),332646,3.8
5159,Lockout (2012),280689,3.2
5160,"Lodger: A Story of the London Fog, The (1927)",6681,3.5
5161,Logan (2017),4206300,4.3
5162,Logan Lucky (2017),174909,4.5
5163,Logan's Run (1976),60672,3.2
5164,Lola Montès (1955),8143,3.5
5165,Lola Versus (2012),96726,1.5
5166,Lolita (1962),19103,3.5
5167,Lolita (1997),14175,3.9
5168,London (2005),43908,3.0
5169,London Boulevard (2010),82093,1.5
5170,London Has Fallen (2016),304158,2.0
5171,London Town (2016),165075,2.5
5172,"Lone Ranger, The (2013)",723688,2.8
5173,Lone Star (1996),15200,4.2
5174,Lone Survivor (2013),214138,3.0
5175,Lonely Are the Brave (1962),3737,4.0
5176,"Lonely Guy, The (1984)",7716,3.5
5177,Lonesome Dove (1989),53298,3.8
5178,Long Day's Journey Into Night (1962),8650,3.5
5179,"Long Good Friday, The (1980)",5198,3.5
5180,"Long Goodbye, The (1973)",7533,4.7
5181,"Long Kiss Goodnight, The (1996)",34551,3.3
5182,Long Live Ghosts! (1977),153386,3.0
5183,Long Night's Journey Into Day (2000),4171,4.0
5184,"Long Walk Home, The (1990)",3713,4.0
5185,"Long, Hot Summer, The (1958)",6452,4.0
5186,"Longest Day, The (1962)",33682,4.0
5187,"Longest Yard, The (1974)",21100,3.4
5188,"Longest Yard, The (2005)",302814,3.1
5189,Look Who's Talking (1989),83178,2.4
5190,Look Who's Talking Now (1993),32712,1.6
5191,Look Who's Talking Too (1990),53907,1.8
5192,Looker (1981),5764,4.5
5193,Looking for Comedy in the Muslim World (2005),42740,3.5
5194,Looking for Richard (1996),5250,3.9
5195,"Lookout, The (2007)",313446,3.2
5196,Looney Tunes: Back in Action (2003),13892,2.8
5197,Looper (2012),3091520,3.6
5198,Loose Cannons (1990),6560,2.0
5199,Lord of Illusions (1995),1416,2.8
5200,Lord of War (2005),1278515,3.7
5201,Lord of the Flies (1963),44993,3.0
5202,Lord of the Flies (1990),34657,3.4
5203,"Lord of the Rings, The (1978)",31740,3.1
5204,"Lord of the Rings: The Fellowship of the Ring, The (2001)",988614,4.1
5205,"Lord of the Rings: The Return of the King, The (2003)",1323305,4.1
5206,"Lord of the Rings: The Two Towers, The (2002)",1118976,4.0
5207,Lords of Dogtown (2005),235704,3.0
5208,"Lords of Flatbush, The (1974)",3590,2.0
5209,"Lords of Salem, The (2012)",102802,2.5
5210,Lorenzo's Oil (1992),21027,3.3
5211,Los Angeles Plays Itself (2003),33435,3.5
5212,Loser (1991),2214,2.0
5213,Loser (2000),36160,3.3
5214,"Losers, The (2010)",232092,3.0
5215,Losin' It (1983),4204,1.0
5216,Losing Isaiah (1995),1084,3.5
5217,"Loss of Sexual Innocence, The (1999)",5348,2.2
5218,Lost & Found (1999),5194,2.8
5219,"Lost Boys, The (1987)",107328,3.7
5220,Lost Highway (1997),24888,3.3
5221,Lost Horizon (1937),2832,4.0
5222,"Lost Skeleton of Cadavra, The (2002)",7266,4.0
5223,"Lost Weekend, The (1945)",5814,4.0
5224,"Lost World: Jurassic Park, The (1997)",103448,2.8
5225,Lost and Delirious (2001),17556,3.6
5226,Lost in America (1985),8552,2.5
5227,Lost in Austen (2008),211563,3.7
5228,Lost in La Mancha (2002),36372,3.1
5229,Lost in Space (1998),53099,2.4
5230,Lost in Translation (2003),496614,4.0
5231,Lost in the Sun (2015),146730,2.0
5232,"Lot Like Love, A (2005)",198870,3.0
5233,Louis C.K.: Chewed Up (2008),604429,3.3
5234,Louis C.K.: Hilarious (2010),777105,4.1
5235,Louis C.K.: Live at The Comedy Store (2015),508392,4.4
5236,Louis C.K.: Live at the Beacon Theater (2011),925350,4.3
5237,Louis C.K.: Oh My God (2013),416276,4.1
5238,Louis C.K.: Shameless (2007),604639,4.0
5239,Louis Theroux: Law & Disorder (2008),86668,5.0
5240,Love & Human Remains (1993),178,1.0
5241,Love & Mercy (2014),404643,4.3
5242,Love (2015),140162,4.5
5243,Love Actually (2003),409578,3.8
5244,Love Affair (1939),6837,3.0
5245,Love Affair (1994),1350,3.4
5246,"Love Bug, The (1969)",9090,3.1
5247,Love Crazy (1941),7839,3.5
5248,Love Exposure (Ai No Mukidashi) (2008),72142,5.0
5249,"Love Guru, The (2008)",233260,2.1
5250,Love Is a Many-Splendored Thing (1955),3414,4.0
5251,Love Is the Devil (1998),2304,4.0
5252,Love Jones (1997),1477,4.0
5253,Love Lasts Three Years (L'amour dure trois ans) (2011),96945,3.5
5254,"Love Letter, The (1999)",5258,2.5
5255,Love Live! The School Idol Movie (2015),193573,4.0
5256,Love Liza (2002),18006,3.3
5257,Love Me If You Dare (Jeux d'enfants) (2003),45050,4.1
5258,Love Me Tender (1956),5550,3.5
5259,Love Potion #9 (1992),12951,2.5
5260,Love Serenade (1996),1585,3.0
5261,"Love Song for Bobby Long, A (2004)",92544,3.2
5262,Love Story (1970),8592,3.0
5263,Love and Basketball (2000),10662,3.0
5264,Love and Death (1975),34326,4.2
5265,Love and Death on Long Island (1997),1794,3.0
5266,Love and Other Catastrophes (1996),1493,3.5
